MainIsland,Region,Province,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectId,ProjectName,TypeOfWork,FundingYear,ContractId,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,Contractor,ContractorCount,StartDate,ProjectLatitude,ProjectLongitude,ProvincialCapital,ProvincialCapitalLatitude,ProvincialCapitalLongitude
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),MAKILALA (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820412MN,"Construction of Revetment along Malasila River, Sta. 36+540 - Sta. 37+340 L/S, Barangay Dagupan, Makilala, Cotabato",Construction of Revetment,2024,24MC0050,4.9E7,4.8755E7,2025-02-17,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,1,2024-04-17,6.920799,125.042035,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (THIRD LEGISLATIVE DISTRICT),KABACAN (COTABATO (NORTH COTABATO)),Cotabato 3rd District Engineering Office,P00820349MN,"Construction of Kabacan River Flood Control Project (Carabao Center Phase III), USM, Kabacan, Cotabato",Construction of Flood Mitigation Structure,2024,24MI0055,6.562E7,6.559286727E7,2024-09-23,MARCUS CONSTRUCTION & SUPPLY,1,2024-03-25,7.114689,124.843446,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (THIRD LEGISLATIVE DISTRICT),KABACAN (COTABATO (NORTH COTABATO)),Cotabato 3rd District Engineering Office,P00835886MN,"Construction of Kabacan River Flood Control (Plang to Pulangi-Phase I), Kabacan, North Cotabato",Construction of Flood Mitigation Structure,2024,24MI0045,2.94E7,2.938000045E7,2024-09-23,BORDERLINE CONSTRUCTION & SUPPLY,1,2024-03-25,7.12513694,124.83427,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (THIRD LEGISLATIVE DISTRICT),KABACAN (COTABATO (NORTH COTABATO)),Cotabato 3rd District Engineering Office,P00835887MN,"Construction of Kabacan River Flood Control (Plang to Pulangi-Phase II), Kabacan, North Cotabato",Construction of Flood Mitigation Structure,2024,24MI0046,2.94E7,2.937997447E7,2024-11-19,BORDERLINE CONSTRUCTION & SUPPLY,1,2024-03-25,7.12479167,124.8348694,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),MAGPET (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820194MN,"Construction of Revetment along Bantac River Sta. 0+490 - Sta. 1+290 R/S, Barangay Bantac, Magpet, Cotabato",Construction of Dike,2024,24MC0038,4.9E7,4.9E7,2025-03-25,JARGON CONSTRUCTION & SUPPLY,1,2024-02-18,7.112157,125.128684,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),MAGPET (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820196MN,"Construction of Revetment along Mabato River Sta. 2+800 - Sta. 3+110 L/S (Junction with Overflow bridge), Barangay Bantac, Magpet, Cotabato",Construction of Revetment,2024,24MC0040,4.9E7,4.9E7,2025-03-20,JARGON CONSTRUCTION & SUPPLY,1,2024-04-17,7.112974,125.1301144,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),MAGPET (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820344MN,"Construction of Flood Control Dike along Kabacan River Sta. 48 + 620 - Sta. 48 + 944 L/S, Barangay Doles, Magpet, Cotabato",Construction of Dike,2024,24MC0046,9.65E7,9.601749267E7,2025-05-27,MAER SUMMIT KONSTRUKT CO.,1,2024-07-03,7.122604,125.101966,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),PRESIDENT ROXAS (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820112MN,"Rehabilitation of Kabacan River Flood Control Structure, Alegria and Tuael, Pres. Roxas, North Cotabato",Rehabilitation / Major Repair of Flood Control Structure,2024,24MC0029,6.7016235E7,6.7016235E7,2024-12-16,VICENTE T. LAO CONSTRUCTION,1,2024-03-21,7.131793,125.075952,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),PRESIDENT ROXAS (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820102MN,"Construction of Revetment along Marbol River (Phase II) Barangay New Cebu, Pres. Roxas, Cotabato",Construction of Revetment,2024,24MC0026,9.65E7,9.649387131E7,2025-03-19,MARCUS CONSTRUCTION & SUPPLY,1,2024-04-09,7.101255,125.043361,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),PRESIDENT ROXAS (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820411MN,"Construction of Flood Control Dike along Kabacan River, Sta. 42 + 561 - Sta. 42 + 786 L/S, Barangay Labu-o, Pres. Roxas, Cotabato",Construction of Dike,2024,24MC0049,4.9E7,4.899644753E7,2024-12-16,JARGON CONSTRUCTION & SUPPLY,1,2024-04-17,7.141395,125.0491,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),PRESIDENT ROXAS (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820334MN,"Construction of Flood Control Dike along Kabacan River (Phase III), Barangay Poblacion, Pres. Roxas, Cotabato",Construction of Dike,2024,24M00071,9.65E7,9.649999999E7,2024-12-19,JARGON CONSTRUCTION & SUPPLY,1,2024-05-17,7.142317,125.048858,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),PRESIDENT ROXAS (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820197MN,"Construction of Revetment along Marbol River Sta. 22+600 - Sta. 23+000 R/S, Barangay New Cebu, President Roxas, Cotabato",Construction of Dike,2024,24MC0041,4.9E7,4.875490339E7,2025-03-22,MAER SUMMIT KONSTRUKT CO.,1,2024-06-07,7.102226,125.041234,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (THIRD LEGISLATIVE DISTRICT),BANISILAN (COTABATO (NORTH COTABATO)),Cotabato 3rd District Engineering Office,P00833596MN,"Construction of Box Culvert, Barangay Malagap, Banisilan, Cotabato",Construction of Drainage Structure,2024,24M00096,4950000.0,4949997.25,2025-01-27,BETTER WORK CONSTRUCTION,1,2024-09-17,7.389972,124.658127,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (FIRST LEGISLATIVE DISTRICT),PIKIT (COTABATO (NORTH COTABATO)),Cotabato 1st District Engineering Office,P00833594MN,"Construction of Drainage, Calawag Creek, Poblacion, Pikit, Cotabato",Construction of Drainage Structure,2024,24MD0017,4950000.0,4900000.0,2024-04-29,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,1,2024-02-07,7.055542,124.674862,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (FIRST LEGISLATIVE DISTRICT),ALAMADA (COTABATO (NORTH COTABATO)),Cotabato 1st District Engineering Office,P00833595MN,"Construction of Flood Control Structure along Libungan River, Mirasol, Alamada, Cotabato",Construction of Flood Mitigation Structure,2024,24MD0028,4950000.0,4920000.0,2024-04-22,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,1,2024-02-07,7.381385,124.546462,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (THIRD LEGISLATIVE DISTRICT),M'LANG (COTABATO (NORTH COTABATO)),Cotabato 3rd District Engineering Office,P00820101MN,"Construction of M'lang River Flood Control Project (Upstream of M'lang Bridge, Left Side), Barangay Poblacion A, M'lang, Cotabato",Construction of Flood Mitigation Structure,2024,24MI0029,8.685E7,8.684999938E7,2024-12-05,JARGON CONSTRUCTION & SUPPLY,1,2024-02-19,6.94528056,124.886425,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),ARAKAN (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820193MN,"Construction of Meocan CIS Prop Protection Dike at Arakan River, Arakan, Cotabato",Construction of Dike,2024,24MC0037,3.43E7,3.429999954E7,2024-09-10,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,1,2024-02-20,7.273994,125.177449,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (THIRD LEGISLATIVE DISTRICT),CARMEN (COTABATO (NORTH COTABATO)),Cotabato 3rd District Engineering Office,P00820095MN,"Construction of Flood Mitigation Structure, Downstream of Tacupan Bridge, Tacupan, Carmen, Cotabato",Construction of Flood Mitigation Structure,2024,24MI0062,9.65E7,9.634547296E7,2024-12-09,MARCUS CONSTRUCTION & SUPPLY,1,2024-03-25,7.215358,124.794557,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (FIRST LEGISLATIVE DISTRICT),MIDSAYAP (COTABATO (NORTH COTABATO)),Cotabato 1st District Engineering Office,P00833593MN,"Construction of Drainage Canal along Kitao Creek, Central Katingawan, Midsayap, Cotabato",Construction of Drainage Structure,2024,24MD0054,4950000.0,4930000.0,2025-01-02,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,1,2024-08-30,7.212647,124.525087,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Sarangani,SARANGANI (LEGISLATIVE DISTRICT),MAITUM (SARANGANI),Sarangani District Engineering Office,P00820203MN,"Construction of Pangi Left CIS Protection Works, Maitum, Sarangani",Construction of Flood Mitigation Structure,2024,24ME0017,1.47E7,1.451442628E7,2024-10-14,XIANN THIRDREI BUILDERS,1,2024-04-09,6.0664833,124.5548667,Alabel,6.1011,125.289
Mindanao,Region XII,Sarangani,SARANGANI (LEGISLATIVE DISTRICT),ALABEL (CAPITAL) (SARANGANI),Sarangani District Engineering Office,P00820200MN,"Construction of Ladol Flood Control, Alabel, Sarangani",Construction of Flood Mitigation Structure,2024,24ME0038,4.9E7,4.899633551E7,2024-05-15,SALMEGA BUILDERS,1,2024-02-13,6.0878333,125.2722,Alabel,6.1011,125.289
Mindanao,Region XII,Sarangani,SARANGANI (LEGISLATIVE DISTRICT),ALABEL (CAPITAL) (SARANGANI),Sarangani District Engineering Office,P00820202MN,"Construction of Molo Creek Flood Control, Alabel, Sarangani",Construction of Flood Mitigation Structure,2024,24ME0005,4.9E7,4.888961612E7,2024-07-29,YURUSA CONSTRUCTION & DEVELOPMENT CORP. / EDCL CONSTRUCTION AND SUPPLY,2,2024-02-13,6.10625,125.28386,Alabel,6.1011,125.289
Mindanao,Region XII,Sarangani,SARANGANI (LEGISLATIVE DISTRICT),ALABEL (CAPITAL) (SARANGANI),Sarangani District Engineering Office,P00820098MN,"Construction of Latian Flood Control, Alabel, Sarangani",Construction of Flood Mitigation Structure,2024,24ME0003,9.65E7,9.649994324E7,2024-12-11,J.G. ORANZA CONSTRUCTION,1,2024-02-20,6.187728,125.290116,Alabel,6.1011,125.289
Mindanao,Region XII,Sarangani,SARANGANI (LEGISLATIVE DISTRICT),ALABEL (CAPITAL) (SARANGANI),Sarangani District Engineering Office,P00820099MN,"Construction of Maribulan Flood Control, Alabel, Sarangani",Construction of Flood Mitigation Structure,2024,24ME0062,9.65E7,9.649968884E7,2024-07-01,RFP BUILDERS CONSTRUCTION AND SUPPLIES CORPORATION / REYDAN BUILDERS,2,2024-02-20,6.11745,125.2499167,Alabel,6.1011,125.289
Mindanao,Region XII,Sarangani,SARANGANI (LEGISLATIVE DISTRICT),ALABEL (CAPITAL) (SARANGANI),Sarangani District Engineering Office,P00835802MN,"Construction of Flood Control Structure along Barangay Maribulan, Alabel, Sarangani",Construction of Flood Mitigation Structure,2024,24ME0070,9.65E7,9.644553038E7,2024-10-21,J.G. ORANZA CONSTRUCTION,1,2024-04-05,6.11459,125.24277,Alabel,6.1011,125.289
Mindanao,Region XII,Sarangani,SARANGANI (LEGISLATIVE DISTRICT),ALABEL (CAPITAL) (SARANGANI),Sarangani District Engineering Office,P00833571MN,"Construction of Flood Mitigation Structure, Bagacay Creek, Barangay Bagacay, Alabel, Sarangani Province",Construction of Flood Mitigation Structure,2024,24M00112,8.91E7,8.900030134E7,2025-02-17,J.G. ORANZA CONSTRUCTION,1,2024-05-27,6.113606,125.304963,Alabel,6.1011,125.289
Mindanao,Region XII,Sarangani,SARANGANI (LEGISLATIVE DISTRICT),KIAMBA (SARANGANI),Sarangani District Engineering Office,P00821094MN,"Construction of Kling Seawall , Kiamba, Sarangani Province",Construction of Flood Mitigation Structure,2024,24ME0061,3.43E7,3.42989566E7,2024-08-26,SHEPPERD CONSTRUCTION AND SUPPLY,1,2024-02-13,5.93681667,124.722,Alabel,6.1011,125.289
Mindanao,Region XII,Sarangani,SARANGANI (LEGISLATIVE DISTRICT),KIAMBA (SARANGANI),Sarangani District Engineering Office,P00835804MN,"Construction of Flood Mitigation Structure along Tambilil River, Kiamba, Sarangani",Construction of Flood Mitigation Structure,2024,24ME0092,8.685E7,8.684615723E7,2024-11-12,HI-TONE CONSTRUCTION & DEVELOPMENT CORP. (FORMERLY,1,2024-05-02,5.97976667,124.672033,Alabel,6.1011,125.289
Mindanao,Region XII,Sarangani,SARANGANI (LEGISLATIVE DISTRICT),KIAMBA (SARANGANI),Sarangani District Engineering Office,P00833570MN,"Construction of Badtasan River Flood Control, Kiamba, Sarangani",Construction of Flood Mitigation Structure,2024,24M00111,9.9E7,9.89998587E7,2024-11-21,J.G. ORANZA CONSTRUCTION,1,2024-05-27,6.00715,124.609471,Alabel,6.1011,125.289
Mindanao,Region XII,Sarangani,SARANGANI (LEGISLATIVE DISTRICT),KIAMBA (SARANGANI),Sarangani District Engineering Office,P00835806MN,"Construction of Maligang River Control, Kiamba, Sarangani",Construction of Flood Mitigation Structure,2024,24ME0097,5.3075E7,5.2675E7,2024-11-25,"EC SOLICON BUILDERS & SUPPLY, INC.",1,2024-05-30,5.9332,124.730917,Alabel,6.1011,125.289
Mindanao,Region XII,Sarangani,SARANGANI (LEGISLATIVE DISTRICT),MALAPATAN (SARANGANI),Sarangani District Engineering Office,P00820201MN,"Construction of Malapatan Flood Mitigation Structure, Malapatan, Sarangani",Construction of Flood Mitigation Structure,2024,24ME0037,2.94E7,2.938500195E7,2024-08-10,EDCL CONSTRUCTION AND SUPPLY,1,2024-02-13,6.01658,125.41034,Alabel,6.1011,125.289
Mindanao,Region XII,Sarangani,SARANGANI (LEGISLATIVE DISTRICT),MALAPATAN (SARANGANI),Sarangani District Engineering Office,P00835805MN,"Construction of Lun Masla River (Upstream) Flood Control, Malapatan Sarangani",Construction of Flood Mitigation Structure,2024,24ME0080,9.65E7,9.649775933E7,2024-11-20,J.G. ORANZA CONSTRUCTION,1,2024-04-05,6.02733,125.29838,Alabel,6.1011,125.289
Mindanao,Region XII,Sarangani,SARANGANI (LEGISLATIVE DISTRICT),MALAPATAN (SARANGANI),Sarangani District Engineering Office,P00835888MN,"Construction of Flood Control Structure, Barangay Lun Padidu, Malapatan, Sarangani",Construction of Flood Mitigation Structure,2024,24ME0078,4.9E7,4.899598515E7,2024-10-28,"ESCORR BUILDERS AND TRADERS, INC.",1,2024-04-05,6.04601,125.29331,Alabel,6.1011,125.289
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),CITY OF KORONADAL (CAPITAL) (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00630625MN,"Construction of Riverbank Protection along Marbel River, Brgy. Carpenter Hill, Koronadal City, South Cotabato",Construction of Flood Mitigation Structure,2022,22MG0006,,4.899999825E7,2022-10-07,NIRVANA CONSTRUCTION & SUPPLIES / FFJJ CONSTRUCTION,2,2022-02-18,6.4505556,124.8880556,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),CITY OF KORONADAL (CAPITAL) (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00630614MN,"Construction of Flood Control Structure along Bolok Creek, Koronadal City, South Cotabato",Construction of Flood Mitigation Structure,2022,22MG0021,,2.939830578E7,2022-09-03,BETTER WORK CONSTRUCTION,1,2022-03-02,6.50361111,124.8461111,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),CITY OF KORONADAL (CAPITAL) (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00721621MN,"Construction of Diversion Channel Projects (Channel 1), Koronadal City, South Cotabato",Construction of Flood Mitigation Structure,2023,23MG0023,,1.46732077E7,2023-08-18,BETTER WORK CONSTRUCTION / MANUELA CONSTRUCTION SERVICES,2,2023-04-17,6.48955,124.86387,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),CITY OF KORONADAL (CAPITAL) (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00732169MN,"Construction of River Bank Protection along Marbel River, Brgy. Carpenter Hill, Koronadal City, South Cotabato",Construction of Flood Mitigation Structure,2023,23MG0001,,2.444242442E7,2023-08-07,REYDAN BUILDERS,1,2023-04-17,6.445355,124.891745,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),CITY OF KORONADAL (CAPITAL) (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00734378MN,"Construction of River Bank Protection along Marbel River, Brgy. Namnama, City of Koronadal, South Cotabato",Construction of Flood Mitigation Structure,2023,23M00231,,7.710173366E7,2024-04-11,ABU CONSTRUCTION,1,2023-08-30,6.523376,124.854652,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),BANGA (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00734377MN,"Construction of River Bank Protection along Banga River, Brgy. Malaya, Banga, South Cotabato",Construction of Flood Mitigation Structure,2023,23M00231,,7.561940899E7,2024-04-11,ABU CONSTRUCTION,1,2023-08-30,6.468574,124.743967,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),BANGA (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00836194MN,"Construction of Line Canal, Barangay Derilon, Banga, South Cotabato",Construction of Flood Mitigation Structure,2024,24MG0068,4950000.0,4949990.19,2024-08-22,MR-B CONSTRUCTION SERVICES,1,2024-05-10,6.32428,124.85039,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),NORALA (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00732168MN,"Construction of River Bank Protection along Banga River, Brgy. Kibid, Norala, South Cotabato",Construction of Flood Mitigation Structure,2023,23MG0034,,2.449525186E7,2023-08-07,BETTER WORK CONSTRUCTION,1,2023-04-17,6.550739,124.683728,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),NORALA (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00820353MN,"Construction of River Bank Protection along Banga River, Barangay Dumaguil, Norala, South Cotabato",Construction of Flood Mitigation Structure,2024,24MG0065,2.9915E7,2.978500872E7,2024-09-11,REYDAN BUILDERS,1,2024-05-10,6.55105,124.68126,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),NORALA (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00820355MN,"Construction of River Bank Protection along Banga River, Barangay Simsiman, Norala, South Cotabato",Construction of Flood Mitigation Structure,2024,24MG0067,3.9565E7,3.95649601E7,2024-09-24,BETTER WORK CONSTRUCTION,1,2024-05-10,6.56755,124.6634,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),NORALA (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00821096MN,"Construction of River Bank Protection Along Banga River, Brgy. Simsiman, Norala, South Cotabato",Construction of Flood Mitigation Structure,2024,24MG0063,3.920196E7,3.842021671E7,2024-10-12,"ACCELERATED METAL TECHNOLOGY & CONSTRUCTION, INC.",1,2024-05-10,6.56847,124.65985,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),NORALA (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00820354MN,"Construction of River Bank Protection along Banga River, Barangay Matapol, Norala, South Cotabato",Construction of Flood Mitigation Structure,2024,24MG0066,3.9565E7,3.95100243E7,2024-09-27,ABU CONSTRUCTION,1,2024-05-15,6.5869,124.64496,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00833598MN,"Construction of Drainage System, Barangay Baluan, General Santos City, South Cotabato",Construction of Drainage Structure,2024,24MB0030,4950000.0,4948990.26,2024-05-07,MIGO CONSTRUCTION,1,2024-02-23,6.123228,125.218193,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00833599MN,"Construction of Drainage System, Barangay Dadiangas East, General Santos City, South Cotabato",Construction of Drainage Structure,2024,24MB0031,9900000.0,9899281.94,2024-06-21,DRU CONSTRUCTION,1,2024-02-23,6.114878,125.173314,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00833600MN,"Construction of Drainage System, Barangay Dadiangas North, General Santos City, South Cotabato",Construction of Drainage Structure,2024,24MB0032,4950000.0,4948404.37,2024-07-10,A.L. ACHARON CONSTRUCTION AND SUPPLY,1,2024-02-23,6.118318,125.169622,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00820204MN,"Construction of San Jose CIS Protection Works, General Santos City, South Cotabato",Construction of Flood Mitigation Structure,2024,24MB0003,1.47E7,1.464474705E7,2024-07-22,GRECO CONSTRUCTION AND SUPPLY,1,2024-03-12,6.066809,125.03084,Koronadal City,6.5032,124.8469
