MainIsland,Region,Province,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectId,ProjectName,TypeOfWork,FundingYear,ContractId,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,Contractor,ContractorCount,StartDate,ProjectLatitude,ProjectLongitude,ProvincialCapital,ProvincialCapitalLatitude,ProvincialCapitalLongitude
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00821472LZ,"Construction of Flood Control Structure along Aringay River Basin, Barangay Pideg, Tubao, La Union",Construction of Flood Mitigation Structure,2024,24AF0013,4.899999593E7,4.89388843E7,2025-03-16,RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE,1,2024-02-02,16.335989,120.429847,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00821475LZ,"Construction of Flood Control Structure along Aringay River Basin, Tubao, La Union (Package 8)",Construction of Flood Mitigation Structure,2024,24AF0012,4.899999552E7,4.892610783E7,2025-03-17,RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE,1,2024-02-02,16.367985,120.401734,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00821471LZ,"Construction of Flood Control Structure along Aringay River Basin, Barangay Linapew, Tubao, La Union",Construction of Flood Mitigation Structure,2024,24AF0018,4.899999813E7,4.898960807E7,2024-07-29,RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE,1,2024-02-06,16.31609,120.450099,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00845901LZ,"Construction of Flood Control Structure along Aringay River Basin, Brgy. Anduyan, Tubao, La Union",Construction of Flood Mitigation Structure,2024,24AF0053,1.979999518E7,1.979485975E7,2025-02-16,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,1,2024-02-27,16.348852,120.448396,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00845902LZ,"Construction of Flood Control Structure along Aringay River Basin, Brgy. Leones East, Tubao, La Union",Construction of Flood Mitigation Structure,2024,24AF0049,2.969999874E7,2.96934571E7,2025-02-16,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,1,2024-02-27,16.363388,120.405002,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00845903LZ,"Construction of Flood Control Structure along Aringay River Basin, Brgy. Lloren, Tubao, La Union",Construction of Flood Mitigation Structure,2024,24AF0050,2.969999935E7,2.969348368E7,2025-03-16,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,1,2024-02-27,16.3361,120.4538,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00845904LZ,"Construction of Flood Control Structure along Aringay River Basin, Brgy. Halong West, Tubao, La Union",Construction of Flood Mitigation Structure,2024,24AF0052,2.969999795E7,2.969345257E7,2025-03-16,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,1,2024-02-27,16.348489,120.415777,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00845905LZ,"Construction of Flood Control Structure, Aringay River Basin, Brgy. Magsaysay, Tubao, La Union (Package 4)",Construction of Flood Mitigation Structure,2024,24AF0051,2.969999812E7,2.969407943E7,2025-03-16,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,1,2024-02-27,16.344816,120.423261,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00821474LZ,"Construction of Flood Control Structure along Aringay River Basin, Barangay Sta. Teresa, Tubao, La Union",Construction of Flood Mitigation Structure,2024,24AF0048,4.899999125E7,4.898782045E7,2025-03-16,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,1,2024-02-29,16.365157,120.403667,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00821095LZ,"Construction of Flood Control Structure Along Aringay River, Barangay Anduyan, Tubao, La Union",Construction of Flood Mitigation Structure,2024,24A00152,1.4475E8,1.4474986908E8,2024-07-26,RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE,1,2024-03-15,16.349707,120.447455,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00821096LZ,"Construction of Flood Control Structure Along Aringay River, Barangay Halog East, Tubao, La Union",Construction of Flood Mitigation Structure,2024,24A00153,1.4475E8,1.4474973697E8,2024-07-26,RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE,1,2024-03-15,16.356512,120.428731,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00821097LZ,"Construction of Flood Control Structure Along Aringay River, Barangay Rizal, Tubao, La Union",Construction of Flood Mitigation Structure,2024,24A00154,1.4475E8,1.4474974341E8,2024-07-26,RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE,1,2024-03-15,16.36713,120.429919,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00821479LZ,"Construction of Flood Mitigation Structure along Aringay River Basin, Barangay Halog West, Tubao, La Union",Construction of Flood Mitigation Structure,2024,24A00258,4.825E7,4.82499803E7,2024-11-27,JABEN GENERAL CONTRACTING & ENG'G SERVICES,1,2024-03-15,16.355874,120.417911,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00823314LZ,"Construction of Flood Control Structure along Aringay River Basin Barangay Halog East, Tubao, La Union (Package 7)",Construction of Flood Mitigation Structure,2024,24AF0140,1.929999886E7,1.928499886E7,2025-03-16,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,1,2024-05-07,16.356472,120.414691,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00824839LZ,"Construction of Flood Control Structure along Aringay River Basin, Brgy. Magsaysay, Tubao, La Union",Construction of Flood Mitigation Structure,2024,24AF0141,1.929999889E7,1.928499886E7,2025-03-16,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,1,2024-05-07,16.3491,120.4257,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00839552LZ,"Construction of Flood Control Structure, Aringay River Basin, Barangay Rizal, Tubao, La Union",Construction of Flood Mitigation Structure,2024,24A00156,1.98E7,1.979895979E7,2024-08-02,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,1,2024-06-24,16.363343,120.434835,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),TUBAO (LA UNION),La Union 2nd District Engineering Office,P00839551LZ,"Construction of Flood Control Structure, Aringay River Basin, Barangay Leones East, Tubao, La Union",Construction of Flood Mitigation Structure,2024,24A00155,1.485E7,1.484940114E7,2024-10-01,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,1,2024-09-09,16.362418,120.405027,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (FIRST LEGISLATIVE DISTRICT),BALAOAN (LA UNION),La Union 1st District Engineering Office,P00838506LZ,"Construction of Flood Control Structure, Barangay Antonino, Balaoan, La Union",Construction of Flood Mitigation Structure,2024,24A00240,1.93E7,1.929838261E7,2024-05-31,JMBM CONSTRUCTION,1,2024-04-08,16.821247,120.398971,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (FIRST LEGISLATIVE DISTRICT),BALAOAN (LA UNION),La Union 1st District Engineering Office,P00838507LZ,"Construction of Flood Control Structure, Barangay Nalasin, Balaoan, La Union",Construction of Flood Mitigation Structure,2024,24A00241,2.895E7,2.894764381E7,2024-06-04,JMBM CONSTRUCTION,1,2024-04-08,16.817466,120.464938,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (FIRST LEGISLATIVE DISTRICT),BALAOAN (LA UNION),La Union 1st District Engineering Office,P00843205LZ,"Construction of Flood Mitigation Structure along Maluyo River, Barangay Sablut, Balaoan, La Union",Construction of Flood Mitigation Structure,2024,24A00487,9.65E7,9.649240853E7,2024-12-29,SILVERWOLVES CONSTRUCTION CORPORATION,1,2024-05-03,16.833328,120.429063,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),BURGOS (LA UNION),La Union 2nd District Engineering Office,P00825210LZ,"Construction of Flood Control Structure along Bauang River Basin, Barangay Dalacdac, Burgos, La Union",Construction of Flood Mitigation Structure,2024,24AF0015,4.899999722E7,4.826498753E7,2024-09-16,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,1,2024-02-06,16.529115,120.444803,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),BURGOS (LA UNION),La Union 2nd District Engineering Office,P00821102LZ,"Construction of Flood Control Structures along Bauang River Basin, Burgos, La Union",Construction of Flood Mitigation Structure,2024,24AF0096,9.649998195E7,9.648933305E7,2025-03-16,ANORE CONSTRUCTION,1,2024-04-16,16.515549,120.44248,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),BURGOS (LA UNION),La Union 2nd District Engineering Office,P00820131LZ,"Construction of Flood Mitigation Structure along Ribsuan River, Barangay Caoayan, Burgos, La Union",Construction of Flood Mitigation Structure,2024,24A00489,9.968064E7,9.964632292E7,2025-02-09,LATAWAN EDUARDO AP-O DEVELOPERS CONSTRUCTION SERVICES / E.T. LATAWAN CONSTRUCTION,2,2024-05-03,16.523277,120.439902,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (FIRST LEGISLATIVE DISTRICT),SAN GABRIEL (LA UNION),La Union 1st District Engineering Office,P00820103LZ,"Construction of Flood Control Mitigation Structure along Barangay Bumbuneg-Baroro, San Gabriel, La Union",Construction of Flood Mitigation Structure,2024,24AE0019,8.426234769E7,8.297148754E7,2024-10-25,MY BUILDERS AND CONSTRUCTION,1,2024-02-14,16.6716653,120.4033116,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (FIRST LEGISLATIVE DISTRICT),SAN GABRIEL (LA UNION),La Union 1st District Engineering Office,P00824807LZ,"Construction of Flood Control Structure along Baroro River, Barangay Bucao, San Gabriel, La Union",Construction of Flood Mitigation Structure,2024,24A00278,1.544E8,1.5439999676E8,2024-04-15,ST. GERRARD CONSTRUCTION GEN. CONTRACTOR & DEVELOPMENT CORP. (FORMERLY:ST. GERRARD CONSTRUCTION),1,2024-03-01,16.665165,120.402042,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (FIRST LEGISLATIVE DISTRICT),SAN GABRIEL (LA UNION),La Union 1st District Engineering Office,P00824809LZ,"Construction of Flood Control Structure along Baroro River, Barangay Poblacion, San Gabriel, La Union",Construction of Flood Mitigation Structure,2024,24A00280,1.544E8,1.5439999559E8,2024-04-15,ST. GERRARD CONSTRUCTION GEN. CONTRACTOR & DEVELOPMENT CORP. (FORMERLY:ST. GERRARD CONSTRUCTION),1,2024-03-01,16.6822,120.4098,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (FIRST LEGISLATIVE DISTRICT),BACNOTAN (LA UNION),La Union 1st District Engineering Office,P00820104LZ,"Construction of Flood Control Mitigation Structure along Barangay Guinabang-Barangay Calautit-Maragayap River, Bacnotan, La Union",Construction of Flood Mitigation Structure,2024,24AE0020,8.426234517E7,8.297160698E7,2024-07-23,ARCINUE COMM'L CORPORATION,1,2024-02-14,16.753161,120.387094,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (FIRST LEGISLATIVE DISTRICT),BACNOTAN (LA UNION),La Union 1st District Engineering Office,P00821109LZ,"Rehabilitation of Flood Control Structure along Gantay River at Barangay Salincob, Bacnotan, La Union",Rehabilitation / Major Repair of Flood Control Structure,2024,24A00337,9.65E7,9.649991145E7,2025-03-14,MY BUILDERS AND CONSTRUCTION,1,2024-05-03,16.734749,120.376223,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (FIRST LEGISLATIVE DISTRICT),BACNOTAN (LA UNION),La Union 1st District Engineering Office,P00824806LZ,"Construction of Flood Control Structure along Baroro River, Barangay Bacsil, Bacnotan, LaUnion",Construction of Flood Mitigation Structure,2024,24A00276,1.544E8,1.5439999667E8,2024-11-05,RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE,1,2024-06-14,16.705345,120.349032,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (FIRST LEGISLATIVE DISTRICT),SUDIPEN (LA UNION),La Union 1st District Engineering Office,P00820711LZ,"Construction of Flood Mitigation Structure along Barangay Namaltugan, Sudipen, La Union",Construction of Flood Mitigation Structure,2024,24AE0052,2.924997607E7,2.894871587E7,2024-12-13,ANORE CONSTRUCTION,1,2024-04-30,16.919547,120.514466,San Fernando City,16.6167,120.3167
Luzon,Region I,La Union,LA UNION (SECOND LEGISLATIVE DISTRICT),ROSARIO (LA UNION),La Union 2nd District Engineering Office,P00843190LZ,"Construction of Flood Control Structure, Barangay Concepcion-Tabtabungao, Rosario, La Union",Construction of Flood Mitigation Structure,2024,24A00443,1.158E8,1.1579970149E8,2024-08-19,UNIVERSAL DE LEON CONSTRUCTION AND AGGREGATES,1,2024-05-03,16.214,120.4732,San Fernando City,16.6167,120.3167
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),QUIRINO (ANGKAKI) (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00824830LZ,"Construction of Flood Control Structure along Abra River, Upstream and Down Stream of Quirino Bridge, Quirino, Ilocos Sur (Phase 1)",Construction of Flood Mitigation Structure,2024,24A00008,1.57295E8,1.5729456863E8,2025-01-07,A.I.P. CONSTRUCTION,1,2024-02-26,17.14036306,120.6893996,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),QUIRINO (ANGKAKI) (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00843216LZ,"Construction of River Wall at Dagman along Tikeng River, Poblacion, Quirino, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AD0077,5880000.0,5688635.44,2024-10-07,NABANEW CONSTRUCTION AND SUPPLY,1,2024-04-30,17.11248,120.67303,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),QUIRINO (ANGKAKI) (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00838504LZ,"Construction of River Wall at Tilek, Suagayan, Quirino, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AD0089,5880000.0,5688855.8,2024-10-10,EJIEV CONSTRUCTION SERVICES,1,2024-05-03,17.09436,120.68479,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),QUIRINO (ANGKAKI) (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00838505LZ,"Construction of River Wall, Baracbac-Sinagaban, Patungcaleo, Quirino, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AD0090,5880000.0,5688635.44,2024-10-08,NABANEW CONSTRUCTION AND SUPPLY,1,2024-05-03,17.11617,120.70036,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),QUIRINO (ANGKAKI) (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00838499LZ,"Construction of Inawey River Wall, Lamag, Quirino, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AD0086,5880000.0,5688855.8,2024-10-08,EJIEV CONSTRUCTION SERVICES,1,2024-05-07,17.14171,120.70828,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),QUIRINO (ANGKAKI) (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00838500LZ,"Construction of Iteb River Wall, Malideg, Quirino, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AD0105,4825000.0,4810540.4,2024-10-08,FIRST NORTHWAY DEVELOPMENT & CONSTRUCTION CORP.,1,2024-07-02,17.16333,120.67101,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (FIRST LEGISLATIVE DISTRICT),SANTO DOMINGO (ILOCOS SUR),Ilocos Sur 1st District Engineering Office,P00839546LZ,"Construction of Seawall, Sto. Domingo, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AC0009,4950000.0,4920631.39,2024-05-03,FIT CONSTRUCTION,1,2024-02-26,17.645135,120.358749,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),BURGOS (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00844716LZ,"Construction of Burgos Flood Control, Burgos, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AD0047,1.47E7,1.46995364E7,2024-06-28,FIRST NORTHWAY DEVELOPMENT & CONSTRUCTION CORP.,1,2024-03-27,17.29412,120.52119,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),BURGOS (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00845896LZ,"Construction of Brgy. Luna River Control, Burgos, Ilocos Sur",Construction of Revetment,2024,24AD0052,1.98E7,1.920392466E7,2024-08-10,MRK-SQUARE CONSTRUCTION AND SUPPLY,1,2024-04-12,17.30925,120.51135,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (FIRST LEGISLATIVE DISTRICT),SINAIT (ILOCOS SUR),Ilocos Sur 1st District Engineering Office,P00820101LZ,"Construction of Flood Control along Sinait River, Barangay Aguing, Sinait, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AC0001,3.5370145E7,3.506518386E7,2024-09-06,739 BUILDERS,1,2024-02-14,17.870288,120.484642,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (FIRST LEGISLATIVE DISTRICT),SINAIT (ILOCOS SUR),Ilocos Sur 1st District Engineering Office,P00820708LZ,"Construction of Flood Control along Sinait River, Barangay Macabiag, Sinait, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AC0004,3.381E7,3.343639722E7,2024-07-12,739 BUILDERS,1,2024-02-14,17.867417,120.453138,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (FIRST LEGISLATIVE DISTRICT),SINAIT (ILOCOS SUR),Ilocos Sur 1st District Engineering Office,P00820102LZ,"Construction of Flood Control along Sinait River, Barangay Pug-os, Sinait, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AC0002,3.69595E7,3.69595E7,2024-10-25,A.P.B. CONSTRUCTION,1,2024-02-23,17.838429,120.455381,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),SALCEDO (BAUGEN) (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00823301LZ,"Construction of Sorioan Flood Control Structure, Salcedo, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AD0075,4.9E7,4.824996494E7,2024-11-15,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,1,2024-04-12,17.12955,120.53806,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),SALCEDO (BAUGEN) (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00823302LZ,"Construction of Balidbid Flood Control Structure, Salcedo, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AD0076,4.9E7,4.82498669E7,2024-11-15,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,1,2024-04-12,17.14527778,120.5477778,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),CITY OF CANDON (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00824651LZ,"Construction of Langlangca -Salvador Flood Control Structure, Candon City, Ilocos Sur",Construction of Revetment,2024,24AD0036,4.9E7,4.898918824E7,2024-06-25,NORTH TECH BUILDERS AND CONSTRUCTION SUPPLY,1,2024-03-14,17.23444,120.46962,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),CITY OF CANDON (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00824652LZ,"Construction of Balingaoan - Bagar Flood Control Structure, Candon City, Ilocos Sur",Construction of Revetment,2024,24AD0037,2.94E7,2.939983691E7,2024-10-22,NORTH TECH BUILDERS AND CONSTRUCTION SUPPLY,1,2024-04-12,17.22519,120.44692,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),CITY OF CANDON (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00823296LZ,"Construction of Darapidap Flood Control, Candon City, Ilocos Sur",Construction of Revetment,2024,24AD0070,4.312E7,4.178246114E7,2025-02-03,FIRST NORTHWAY DEVELOPMENT & CONSTRUCTION CORP.,1,2024-04-24,17.20442,120.42022,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),CITY OF CANDON (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00823295LZ,"Construction of Tamurong Flood Control, Candon City, Ilocos Sur",Construction of Revetment,2024,24AD0069,3.43E7,3.37746711E7,2024-11-22,FIRST NORTHWAY DEVELOPMENT & CONSTRUCTION CORP.,1,2024-05-03,17.206896,120.412804,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),SANTA LUCIA (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00844715LZ,"Construction of Luba Seawall, Santa Lucia, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AD0025,3.92E7,3.919944313E7,2025-02-05,FIRST NORTHWAY DEVELOPMENT & CONSTRUCTION CORP.,1,2024-02-28,17.128896,120.433317,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),SANTA (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00844712LZ,"Construction of Tabuculan Flood Control, Brgy Tabuculan Santa, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AD0044,3.43E7,3.429995055E7,2024-10-01,M.V. SABALBURO CONSTRUCTION AND SUPPLY,1,2024-02-28,17.49168,120.42614,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),SANTA (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00824653LZ,"Construction of River Control, Brgy. Basug-Banaoang, Santa, Ilocos Sur",Construction of Revetment,2024,24AD0038,4900000.0,4899693.22,2025-01-29,M.V. SABALBURO CONSTRUCTION AND SUPPLY,1,2024-03-27,17.52716,120.44428,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),SANTA (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00845899LZ,"Construction of River Control Structure, Santa, Ilocos Sur",Construction of Revetment,2024,24AD0055,9900000.0,9899970.35,2024-07-02,M.V. SABALBURO CONSTRUCTION AND SUPPLY,1,2024-04-12,17.54161,120.44082,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),SANTA (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00844713LZ,"Construction of Cabangaran Flood Control Structure, Santa, Ilocos Sur",Construction of Revetment,2024,24AD0045,9800000.0,9765365.65,2024-07-27,M.V. SABALBURO CONSTRUCTION AND SUPPLY,1,2024-05-07,17.54332,120.44069,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),SANTA CRUZ (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00838502LZ,"Construction of River Control at Barangay Poblacion Norte, Poblacion Este, and Saoat, Sta. Cruz, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24A00265,2.9915E7,2.985336281E7,2024-10-24,NORTH TECH BUILDERS AND CONSTRUCTION SUPPLY,1,2024-04-08,17.086901,120.451914,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (FIRST LEGISLATIVE DISTRICT),SAN ILDEFONSO (ILOCOS SUR),Ilocos Sur 1st District Engineering Office,P00844707LZ,"Construction of Flood Control Structure, Barangay Busiing Cen-Sur, San Ildefonso, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AC0042,1.47E7,1.454699506E7,2024-09-13,AB DIAMOND23 CONSTRUCTION,1,2024-04-11,17.60927,120.380247,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (FIRST LEGISLATIVE DISTRICT),SAN ILDEFONSO (ILOCOS SUR),Ilocos Sur 1st District Engineering Office,P00844708LZ,"Construction of Flood Control Structure, Barangay Busiing Norte, San Ildefonso, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AC0043,1.47E7,1.464651695E7,2024-10-19,FIT CONSTRUCTION,1,2024-05-10,17.61454,120.383153,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),GREGORIO DEL PILAR (CONCEPCION) (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00823300LZ,"Construction of Bacsayan River Control Structure, Gregorio Del Pilar, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AD0074,4.9E7,4.824999737E7,2024-12-03,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,1,2024-04-12,17.13242,120.60292,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (FIRST LEGISLATIVE DISTRICT),SAN JUAN (LAPOG) (ILOCOS SUR),Ilocos Sur 1st District Engineering Office,P00823312LZ,"Construction of Flood Control along San Juan River, Brgy. Resurreccion, San Juan, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AC0027,8.33E7,8.200490735E7,2024-08-27,FIT CONSTRUCTION,1,2024-03-05,17.736667,120.458154,Vigan City,17.5747,120.3869
